,Lokacja,Cena,Cena za m2,M2,Pokoje,Pietro,Currency,Miasto,Dzielnica,Wspolrzedne,Szerokosc,Dlugosc
4399,"Gdynia Grabówek, Falista",359000,12740,28.18,3,3,PLN,Gdynia,Grabówek,"Falista, Grabówek, Gdynia, województwo pomorskie, Polska",54.52221285,18.517303676385243
4400,"Gdańsk Morena, Antoniego Dobrowolskiego",519000,10591,49.0,4,2,PLN,Gdańsk,Morena,,,
4401,"Gdańsk Przymorze, Rzeczypospolitej",935000,15328,61.0,2,4,PLN,Gdańsk,Przymorze,"Aleja Rzeczypospolitej, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-362, Polska",54.4034704,18.5910556
4402,"Gdańsk Śródmieście, Św. Ducha",949000,14292,66.4,4,0,PLN,Gdańsk,Śródmieście,"Świętego Ducha, Stare Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-881, Polska",54.3514191,18.6492273
4403,Gdańsk Wrzeszcz,1199000,11551,103.8,2,3,PLN,Gdańsk,Wrzeszcz,"Gdańsk Wrzeszcz, Romana Dmowskiego, Strzyża Dolna, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-243, Polska",54.3817696,18.6055111
4404,"Gdańsk Siedlce, Zakopiańska",469000,9045,51.85,2,3,PLN,Gdańsk,Siedlce,"Zakopiańska, Kolonia Spójnia, Siedlce, Gdańsk, województwo pomorskie, 80-139, Polska",54.3502967,18.624454
4405,"Gdańsk Matarnia - Rębiechowo, Podchorążych",799000,9455,84.5,2,2,PLN,Gdańsk,,,,
4406,Gdynia Pogórze,450000,10299,43.69,5,6,PLN,Gdynia,Pogórze,"Pogórze, Gdynia, województwo pomorskie, Polska",54.557956450000006,18.481311262201153
4407,"Gdynia Dąbrowa, Gorczycowa",558000,9894,56.4,3,6,PLN,Gdynia,Dąbrowa,"Gorczycowa, Dąbrówka, Dąbrowa, Gdynia, województwo pomorskie, 81-589, Polska",54.4707716,18.4619517
4408,"Gdańsk Brzeźno, Aleja Gen. Józefa Hallera",699000,21182,33.0,4,3,PLN,Gdańsk,Brzeźno,"Aleja Generała Józefa Hallera, Brzeźno, Gdańsk, województwo pomorskie, 80-506, Polska",54.4044852,18.6242485
4409,"Gdańsk Morena, Morenowe Wzgórze",1099000,11424,96.2,3,2,PLN,Gdańsk,Morena,,,
4410,"Gdańsk Jasień, Turzycowa",550555,10387,53.0,1,14,PLN,Gdańsk,Jasień,"Turzycowa, Cegielnia, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3304368,18.557682
4411,"Gdańsk Długie Ogrody, Szafarnia",2500000,20833,120.0,1,0,PLN,Gdańsk,Długie ogrody,"Szafarnia, Wyspa Spichrzów, Śródmieście, Gdańsk, województwo pomorskie, 80-755, Polska",54.3494168,18.6602316
4412,"Gdynia Wiczlino, Jana Kamrowskiego",539000,10673,50.5,2,3,PLN,Gdynia,Wiczlino,"Jana Kamrowskiego, Sokółka, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-603, Polska",54.4967932,18.4379883
4413,"Gdańsk Śródmieście, Wałowa",595000,19833,30.0,3,4,PLN,Gdańsk,Śródmieście,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-855, Polska",54.3584458,18.6514304
4414,"Gdańsk Młode Miasto, Wałowa",595000,20053,29.67,3,1,PLN,Gdańsk,Młode miasto,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-860, Polska",54.3588463,18.6536521
4415,Gdańsk Śródmieście,950000,12025,79.0,3,1,PLN,Gdańsk,Śródmieście,"Gdańsk Śródmieście, Nowe Podwale Grodzkie, Zaroślak, Śródmieście, Gdańsk, województwo pomorskie, 80-819, Polska",54.3468793,18.6443526
4416,"Gdańsk Żabianka, Pomorska",519000,11042,47.0,3,3,PLN,Gdańsk,Żabianka,"Pomorska, Żabianka, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-345, Polska",54.4179618,18.5777267
4417,"Gdynia Chylonia, Gniewska",485000,9150,53.0,3,3,PLN,Gdynia,Chylonia,"Gniewska, Osiedle Meksyk, Chylonia, Gdynia, województwo pomorskie, 81-047, Polska",54.5422938,18.4620586
4418,"Gdańsk Morena, Heleny Marusarzówny",630000,10482,60.1,3,2,PLN,Gdańsk,Morena,,,
4419,"Gdynia Witomino, Graniczna",589900,12039,49.0,3,3,PLN,Gdynia,Witomino,"Graniczna, Witomino-Leśniczówka, Witomino, Gdynia, województwo pomorskie, 81-625, Polska",54.4918336,18.5156492
4420,"Gdańsk Wrzeszcz, Partyzantów",1300000,17808,73.0,2,2,PLN,Gdańsk,Wrzeszcz,"Partyzantów, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-249, Polska",54.3766522,18.6075306
4421,Gdańsk Chełm,679000,11316,60.0,3,4,PLN,Gdańsk,Chełm,"Chełm, Gdańsk, województwo pomorskie, Polska",54.3379912,18.6186695
4422,Gdynia Leszczynki,519000,9378,55.34,2,2,PLN,Gdynia,Leszczynki,"Gdynia Leszczynki, Chylońska, Osiedle Meksyk, Chylonia, Gdynia, województwo pomorskie, 81-041, Polska",54.5414074,18.4785636
4423,"Gdynia Dąbrowa, Rdestowa",459000,8052,57.0,3,1,PLN,Gdynia,Dąbrowa,"Rdestowa, Dąbrowa, Gdynia, województwo pomorskie, 81-571, Polska",54.4595175,18.4524723
4424,"Gdańsk Żabianka, Pomorska 16",609000,10855,56.1,3,1,PLN,Gdańsk,Żabianka,"16C, Pomorska, Żabianka, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-333, Polska",54.4185573,18.5768663
4425,"Gdańsk Siedlce, Zakopiańska",550000,9453,58.18,3,3,PLN,Gdańsk,Siedlce,"Zakopiańska, Kolonia Spójnia, Siedlce, Gdańsk, województwo pomorskie, 80-139, Polska",54.3502967,18.624454
4426,"Gdańsk Żabianka, Orłowska 5",599000,11932,50.2,3,5,PLN,Gdańsk,Żabianka,"5, Orłowska, Osiedle Młodych, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-347, Polska",54.42340045,18.586383957037707
4427,"Gdynia Wielki Kack, Gryfa Pomorskiego",665000,6650,100.0,2,4,PLN,Gdynia,Wielki Kack,"Gryfa Pomorskiego, Wielki Kack, Gdynia, województwo pomorskie, 81-572, Polska",54.4686412,18.490985
4428,"Gdynia Obłuże, Ledóchowskiego Antoniego",620000,9687,64.0,2,1,PLN,Gdynia,Obłuże,"Kapitana Antoniego Ledóchowskiego, Stare Obłuże, Obłuże, Gdynia, województwo pomorskie, 81-157, Polska",54.5612744,18.5093776
4429,"Gdynia Orłowo, Wielkopolska",379000,7876,48.12,2,2,PLN,Gdynia,Orłowo,"Wielkopolska, Orłowo, Gdynia, województwo pomorskie, 81-514, Polska",54.4848249,18.5438598
4430,"Gdańsk Zaspa, startowa",569000,11612,49.0,3,4,PLN,Gdańsk,Zaspa,"Startowa, Młyniec, Zaspa-Młyniec, Gdańsk, województwo pomorskie, 80-461, Polska",54.3975453,18.5955881
4431,"Gdańsk Żabianka, wejhera 7a",569000,11854,48.0,3,0,PLN,Gdańsk,Żabianka,"7A, Jakuba Wejhera, Osiedle Młodych, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-346, Polska",54.4219942,18.5848193
4432,"Gdańsk Przymorze, chłopska 7",569000,11612,49.0,1,4,PLN,Gdańsk,Przymorze,"7, Chłopska, Czerwony Dwór, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-362, Polska",54.4055519,18.58841057108618
4433,"Gdańsk Wrzeszcz, Próżna",699999,11290,62.0,2,2,PLN,Gdańsk,Wrzeszcz,"Próżna, Brunów, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-411, Polska",54.3826816,18.6167422
4434,"Gdańsk Młyniska, Zielony Trójkąt",592000,11086,53.4,1,1,PLN,Gdańsk,Młyniska,"Zielony Trójkąt, Młyniska, Gdańsk, województwo pomorskie, 80-865, Polska",54.3789811,18.6309741
4435,"Gdańsk Młode Miasto, Wałowa",595000,19833,30.0,4,4,PLN,Gdańsk,Młode miasto,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-860, Polska",54.3588463,18.6536521
4436,"Gdynia Redlowo, Redlowska",650000,14772,44.0,2,3,PLN,Gdynia,,"Redłowska, Redłowo, Gdynia, województwo pomorskie, 81-450, Polska",54.4973516,18.5421742
4437,"Gdynia Śródmieście, Abrahama 54",464000,13975,33.2,3,1,PLN,Gdynia,Śródmieście,"desa, 54, Antoniego Abrahama, Śródmieście, Gdynia, województwo pomorskie, 81-393, Polska",54.5155256,18.5387201
4438,"Gdańsk Długie Ogrody, Szafarnia",1970000,20957,94.0,2,1,PLN,Gdańsk,Długie ogrody,"Szafarnia, Wyspa Spichrzów, Śródmieście, Gdańsk, województwo pomorskie, 80-755, Polska",54.3494168,18.6602316
4439,"Gdynia Chylonia, Kartuska",379000,8653,43.8,3,0,PLN,Gdynia,Chylonia,"Kartuska, Chylonia, Gdynia, województwo pomorskie, 81-057, Polska",54.5379601,18.4583604
4440,"Gdańsk Przymorze, Prezydenta Lecha Kaczyńskiego",1058717,14499,73.02,3,0,PLN,Gdańsk,Przymorze,"Prezydenta Lecha Kaczyńskiego, Czerwony Dwór, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-367, Polska",54.4141882,18.598898
4441,"Gdańsk Przymorze, Ks. Jana Majdera",636000,12569,50.6,3,2,PLN,Gdańsk,Przymorze,"Księdza Jana Majdera, Przymorze Małe, Gdańsk, województwo pomorskie, 80-388, Polska",54.4075598,18.5814495
4442,"Gdańsk Dolne Miasto, Chłodna",669000,8920,75.0,1,1,PLN,Gdańsk,Dolne miasto,"Chłodna, Dolne Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-745, Polska",54.3434267,18.6640923
4443,"Gdynia Chwarzno, Władysława Kańskiego",949000,11433,83.0,4,6,PLN,Gdynia,Chwarzno,"Władysława Kańskiego, Fort Forest, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-603, Polska",54.5009485,18.4386309
4444,"Gdańsk Jasień, Lawendowe Wzgórze",539000,11171,48.25,2,1,PLN,Gdańsk,Jasień,"Lawendowe Wzgórze, Szadółki, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3272503,18.5595174
4445,"Gdańsk Młode Miasto, Wałowa",480000,15483,31.0,3,1,PLN,Gdańsk,Młode miasto,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-860, Polska",54.3588463,18.6536521
4446,"Gdańsk Śródmieście, Stara Stocznia",2800000,29787,94.0,2,2,PLN,Gdańsk,Śródmieście,"Stara Stocznia, Ołowianka, Śródmieście, Gdańsk, województwo pomorskie, 80-862, Polska",54.3558637,18.661659
4447,"Gdynia Wielki Kack, Gryfa Pomorskiego",449000,11693,38.4,3,3,PLN,Gdynia,Wielki Kack,"Gryfa Pomorskiego, Wielki Kack, Gdynia, województwo pomorskie, 81-572, Polska",54.4686412,18.490985
4448,"Gdańsk Oliwa, Artura Grottgera",679000,13580,50.0,2,3,PLN,Gdańsk,Oliwa,"Artura Grottgera, Dwór I, Oliwa, Gdańsk, województwo pomorskie, 80-310, Polska",54.4063189,18.5614956
4449,Gdynia Działki Leśne,824000,20998,39.24,2,2,PLN,Gdynia,Działki Leśne,"Działki Leśne, Gdynia, województwo pomorskie, Polska",54.514046699999994,18.520312681018645
4450,"Gdynia Chwarzno, Franciszka Sokoła",769000,11581,66.4,2,1,PLN,Gdynia,Chwarzno,"Franciszka Sokoła, Sokółka, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-602, Polska",54.500733,18.4428336
4451,"Gdynia Wzgórze św. Maksymiliana, Gen. Jarosława Dąbrowskiego",399900,9369,42.68,3,1,PLN,Gdynia,,"Generała Jarosława Dąbrowskiego, Redłowo, Wzgórze Świętego Maksymiliana, Gdynia, województwo pomorskie, 81-428, Polska",54.5006688,18.5391732
4452,Gdynia Działki Leśne,915000,20996,43.58,3,10,PLN,Gdynia,Działki Leśne,"Działki Leśne, Gdynia, województwo pomorskie, Polska",54.514046699999994,18.520312681018645
4453,"Gdańsk Przymorze, Obrońców Wybrzeża",375000,9868,38.0,2,1,PLN,Gdańsk,Przymorze,"Obrońców Wybrzeża, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-375, Polska",54.4087838,18.5891854
4454,"Gdańsk Siedlce, Goszczyńskiego 26",925000,13214,70.0,3,1,PLN,Gdańsk,Siedlce,"26, Seweryna Goszczyńskiego, Południowy Stok, Siedlce, Gdańsk, województwo pomorskie, 80-134, Polska",54.35265565,18.61257712578992
4455,"Gdynia Chwarzno, Czesława Niemena",1089000,13949,78.07,3,2,PLN,Gdynia,Chwarzno,"Czesława Niemena, Fort Forest, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-603, Polska",54.5008511,18.4367993
4456,"Gdańsk Siedlce, Zakopiańska",619000,11903,52.0,3,2,PLN,Gdańsk,Siedlce,"Zakopiańska, Kolonia Spójnia, Siedlce, Gdańsk, województwo pomorskie, 80-139, Polska",54.3502967,18.624454
4457,"Gdynia Oksywie, Płk. Dąbka",440000,6656,66.1,3,0,PLN,Gdynia,Oksywie,"Port Wojenny Gdynia, Pułkownika Stanisława Dąbka, Kępa Oksywska, Oksywie, Gdynia, województwo pomorskie, 81-124, Polska",54.5423643,18.550196051452584
4458,"Gdynia Wielki Kack, Gryfa Pomorskiego",670000,6700,100.0,3,7,PLN,Gdynia,Wielki Kack,"Gryfa Pomorskiego, Wielki Kack, Gdynia, województwo pomorskie, 81-572, Polska",54.4686412,18.490985
4459,"Gdynia Leszczynki, Jana Dantyszka",459000,8721,52.63,2,2,PLN,Gdynia,Leszczynki,"Jana Dantyszka, Osiedle Pekin, Leszczynki, Gdynia, województwo pomorskie, 81-210, Polska",54.5345918,18.4877259
4460,"Sopot Dolny Sopot, Parkowa",5500000,47826,115.0,3,1,PLN,Sopot,Dolny Sopot,"Parkowa, Sopot Dolny, Sopot, województwo pomorskie, 81-727, Polska",54.4412515,18.5729606
4461,"Gdynia Oksywie, Gen. Stanisława Karpińskiego",849000,10391,81.7,2,1,PLN,Gdynia,Oksywie,"Generała Stanisława Karpińskiego, Komandorskie Wzgórze, Oksywie, Gdynia, województwo pomorskie, 81-173, Polska",54.5492846,18.5241345
4462,"Gdynia Śródmieście, Władysława Iv",500000,11067,45.18,2,3,PLN,Gdynia,Śródmieście,"Władysława IV, Śródmieście, Gdynia, województwo pomorskie, 81-393, Polska",54.5161278,18.5383627
4463,"Gdynia Oksywie, Gen. Stanisława Karpińskiego",849000,10391,81.7,1,1,PLN,Gdynia,Oksywie,"Generała Stanisława Karpińskiego, Komandorskie Wzgórze, Oksywie, Gdynia, województwo pomorskie, 81-173, Polska",54.5492846,18.5241345
4464,"Sopot Wyścigi / Karlikowo, Niepodległości",1050000,16154,65.0,2,0,PLN,Sopot,Wyścigi / Karlikowo,,,
4465,"Gdańsk Św. Wojciech, Starogardzka",439600,9704,45.3,3,3,PLN,Gdańsk,,"Starogardzka, Nowiny, Orunia - Święty Wojciech - Lipce, Gdańsk, województwo pomorskie, 80-018, Polska",54.3099854,18.6296013
4466,"Gdynia Wielki Kack, Gryfa Pomorskiego",360000,11881,30.3,3,10,PLN,Gdynia,Wielki Kack,"Gryfa Pomorskiego, Wielki Kack, Gdynia, województwo pomorskie, 81-572, Polska",54.4686412,18.490985
4467,"Gdańsk Śródmieście, Bednarska",750000,15378,48.77,2,2,PLN,Gdańsk,Śródmieście,"Bednarska, Stare Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-851, Polska",54.3545321,18.6480577
4468,"Gdynia Chylonia, Wiejska",470000,8545,55.0,2,3,PLN,Gdynia,Chylonia,"Wiejska, Chylonia, Gdynia, województwo pomorskie, 81-052, Polska",54.5392602,18.471961
4469,"Gdynia Oksywie, Stefana Czarnieckiego",699000,10770,64.9,5,2,PLN,Gdynia,Oksywie,"Stefana Czarnieckiego, Kępa Oksywska, Oksywie, Gdynia, województwo pomorskie, 81-131, Polska",54.5527074,18.541795
4470,"Gdańsk Łostowice, Hokejowa",399000,11735,34.0,3,0,PLN,Gdańsk,Łostowice,"Hokejowa, Wielkopolska, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.31051,18.5888248
4471,"Gdańsk Jasień, Jabłoniowa",459000,11222,40.9,4,0,PLN,Gdańsk,Jasień,"Jabłoniowa, Szadółki, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3304206,18.5558035
4472,"Gdańsk Morena, Morenowe Wzgórze",1099000,8863,124.0,3,0,PLN,Gdańsk,Morena,,,
4473,"Gdańsk Chełm, Witolda Grabowskiego",599000,9447,63.4,3,2,PLN,Gdańsk,Chełm,"Witolda Grabowskiego, Stary Chełm, Chełm, Gdańsk, województwo pomorskie, 80-772, Polska",54.3388283,18.6255804
4474,"Gdańsk Morena, Stanisława Lema",999000,13296,75.13,4,2,PLN,Gdańsk,Morena,,,
4475,"Gdańsk Jasień, Pólnicy",579000,9205,62.9,2,5,PLN,Gdańsk,Jasień,"Pólnicy, Os. Gardenia, Jasień, Gdańsk, województwo pomorskie, 80-125, Polska",54.3425831,18.5638165
4476,"Gdańsk Zaspa, Pilotów",549000,9803,56.0,3,0,PLN,Gdańsk,Zaspa,"Pilotów, Młyniec, Zaspa-Młyniec, Gdańsk, województwo pomorskie, 80-460, Polska",54.394244,18.5874811
4477,"Gdynia Karwiny, Kornela Makuszyńskiego",760000,9500,80.0,3,3,PLN,Gdynia,Karwiny,"Kornela Makuszyńskiego, Karwiny, Gdynia, województwo pomorskie, 81-572, Polska",54.4736785,18.4896054
4478,"Gdańsk Chełm, Cienista",549000,14955,36.71,2,3,PLN,Gdańsk,Chełm,"Cienista, Chełm A-1, Chełm, Gdańsk, województwo pomorskie, 80-876, Polska",54.3379535,18.6228929
4479,"Gdańsk Morena, Warneńska",670000,10706,62.58,1,5,PLN,Gdańsk,Morena,,,
4480,"Gdańsk Śródmieście, Wałowa",699187,13749,50.85,3,0,PLN,Gdańsk,Śródmieście,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-855, Polska",54.3584458,18.6514304
4481,"Gdańsk Śródmieście, Wałowa",592627,14080,42.09,3,1,PLN,Gdańsk,Śródmieście,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-855, Polska",54.3584458,18.6514304
4482,"Gdynia Redłowo, Legionów",459000,11236,40.85,2,0,PLN,Gdynia,Redłowo,"Legionów, Redłowo, Gdynia, województwo pomorskie, 81-472, Polska",54.4911699,18.5434649
4483,"Gdynia Grabówek, Maurycego Beniowskiego",439000,13303,33.0,4,0,PLN,Gdynia,Grabówek,"Maurycego Beniowskiego, Grabówek, Gdynia, województwo pomorskie, 81-327, Polska",54.5226564,18.5158174
4484,"Gdańsk Jasień, Leszczynowa",760000,11279,67.38,1,1,PLN,Gdańsk,Jasień,"Leszczynowa, Cegielnia, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3349283,18.559323
4485,"Gdańsk Zaspa, Żwirki I Wigury",530000,10995,48.2,3,5,PLN,Gdańsk,Zaspa,"Żwirki i Wigury, Zaspa-Rozstaje, Gdańsk, województwo pomorskie, 80-463, Polska",54.392617,18.6054708
4486,"Gdańsk Stare Przedmieście, Toruńska",1750000,19003,92.09,1,4,PLN,Gdańsk,Stare Przedmieście,"Toruńska, Stare Przedmieście, Śródmieście, Gdańsk, województwo pomorskie, 80-819, Polska",54.345155,18.6458535
4487,"Gdańsk Młode Miasto, Wałowa",595000,20053,29.67,3,3,PLN,Gdańsk,Młode miasto,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-860, Polska",54.3588463,18.6536521
4488,"Gdańsk Jasień, Gabrysiak Aleksandry",650000,10223,63.58,2,0,PLN,Gdańsk,Jasień,"Aleksandry Gabrysiak, Osiedle Kryształowe, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3358541,18.5570297
4489,"Gdynia Śródmieście, Starowiejska",430000,12285,35.0,4,4,PLN,Gdynia,Śródmieście,"Starowiejska, Śródmieście, Gdynia, województwo pomorskie, 81-355, Polska",54.5208405,18.5320953
4490,"Gdańsk Jasień, Alfonsa Flisykowskiego",640000,11116,57.57,3,4,PLN,Gdańsk,Jasień,"Alfonsa Flisykowskiego, Rębowo, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3226204,18.5613295
4491,"Gdańsk Dolne Miasto, Dobra",499000,12828,38.9,2,9,PLN,Gdańsk,Dolne miasto,"Dobra, Dolne Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-747, Polska",54.3407336,18.6535082
4492,"Gdynia Pustki Cisowskie, Rydzowa",564000,7073,79.73,1,1,PLN,Gdynia,Pustki Cisowskie,"Rydzowa, Pustki Cisowskie, Pustki-Demptowo, Gdynia, województwo pomorskie, 81-079, Polska",54.5380364,18.4381951
4493,"Gdańsk Chełm, Stanisława Hebanowskiego",669000,10790,62.0,3,1,PLN,Gdańsk,Chełm,"Stanisława Hebanowskiego, Chełm B, Chełm, Gdańsk, województwo pomorskie, 80-036, Polska",54.3320361,18.6290213
4494,"Gdańsk Długie Ogrody, Mariana Seredyńskiego",620000,11698,53.0,4,3,PLN,Gdańsk,Długie ogrody,"Mariana Seredyńskiego, Długie Ogrody, Śródmieście, Gdańsk, województwo pomorskie, 80-754, Polska",54.3490788,18.6663406
4495,"Gdynia Śródmieście, Starowiejska",430000,12285,35.0,1,3,PLN,Gdynia,Śródmieście,"Starowiejska, Śródmieście, Gdynia, województwo pomorskie, 81-355, Polska",54.5208405,18.5320953
4496,"Gdynia Pogórze, Kmdr. Bolesława Romanowskiego",509000,8079,63.0,5,8,PLN,Gdynia,Pogórze,,,
4497,"Gdańsk Łostowice, Andrzeja Grubby",659000,7458,88.35,3,7,PLN,Gdańsk,Łostowice,,,
4498,"Gdańsk Łostowice, Wielkopolska",289000,11115,26.0,3,1,PLN,Gdańsk,Łostowice,"Wielkopolska, Łostowice, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.3152398,18.5911515
4499,"Gdańsk Morena, Warneńska",680000,10794,63.0,3,0,PLN,Gdańsk,Morena,,,
4500,"Gdynia Chylonia, Chylońska",489000,9056,54.0,4,0,PLN,Gdynia,Chylonia,"Chylońska, Osiedle Meksyk, Chylonia, Gdynia, województwo pomorskie, 81-034, Polska",54.5448438,18.4619638
4501,"Gdynia Cisowa, Owsiana",399000,7255,54.99,4,9,PLN,Gdynia,Cisowa,"Owsiana, Cisowa, Gdynia, województwo pomorskie, 81-089, Polska",54.5472004,18.4416844
4502,"Gdynia Witomino, Konwaliowa",729000,13978,52.15,2,3,PLN,Gdynia,Witomino,"Konwaliowa, Witomino-Radiostacja, Witomino, Gdynia, województwo pomorskie, 81-660, Polska",54.5013275,18.5147885
4503,"Gdańsk Jelitkowo, Wypoczynkowa",3114400,34224,91.0,3,3,PLN,Gdańsk,Jelitkowo,"Wypoczynkowa, Jelitkowo, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-341, Polska",54.4217032,18.6019497
4504,"Gdynia Kamienna Góra, Żołnierzy I Armii Wojska Polskiego",2800000,28961,96.68,2,2,PLN,Gdynia,Kamienna Góra,"Żołnierzy I Armii Wojska Polskiego, Kamienna Góra, Gdynia, województwo pomorskie, 81-380, Polska",54.5113078,18.5410134
4505,"Gdańsk Jasień, Życzliwa",540000,12857,42.0,4,0,PLN,Gdańsk,Jasień,"Życzliwa, Karczemki Nynkowskie, Jasień, Gdańsk, województwo pomorskie, 80-177, Polska",54.3456465,18.5303984
4506,"Gdynia Śródmieście, Obrońców Wybrzeża",1750000,27403,63.86,3,4,PLN,Gdynia,Śródmieście,"Obrońców Wybrzeża, Śródmieście, Gdynia, województwo pomorskie, 81-393, Polska",54.5162992,18.5380733
4507,"Gdynia Śródmieście, Obrońców Wybrzeża",1200000,27771,43.21,2,5,PLN,Gdynia,Śródmieście,"Obrońców Wybrzeża, Śródmieście, Gdynia, województwo pomorskie, 81-393, Polska",54.5162992,18.5380733
4508,"Gdynia Dąbrowa, Poziomkowa",450000,6250,72.0,2,7,PLN,Gdynia,Dąbrowa,"Poziomkowa, Kolonia, Dąbrowa, Gdynia, województwo pomorskie, 81-591, Polska",54.4713278,18.4516186
4509,"Gdańsk Jasień, Leszczynowa",599000,10768,55.63,3,4,PLN,Gdańsk,Jasień,"Leszczynowa, Cegielnia, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3349283,18.559323
4510,"Gdańsk Kiełpinek, Prof. Mariana Osińskiego",669000,13118,51.0,2,2,PLN,Gdańsk,Kiełpinek,"Profesora Mariana Osińskiego, Karczemki Nynkowskie, Jasień, Gdańsk, województwo pomorskie, 80-177, Polska",54.350542,18.5374307
4511,Sopot,599000,15358,39.0,2,3,PLN,Sopot,,"Sopot, województwo pomorskie, Polska",54.4430399,18.561309520130756
4512,"Gdańsk Zakoniczyn, Jaworzniaków",690000,9200,75.0,3,1,PLN,Gdańsk,Zakoniczyn,"Jaworzniaków, Zakoniczyn, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-180, Polska",54.3179487,18.5682681
4513,"Gdynia Chylonia, Kartuska",397000,9566,41.5,4,2,PLN,Gdynia,Chylonia,"Kartuska, Chylonia, Gdynia, województwo pomorskie, 81-057, Polska",54.5379601,18.4583604
4514,"Gdynia Grabówek, Okrzei Stefana",449000,6735,66.66,3,8,PLN,Gdynia,Grabówek,"Stefana Okrzei, Grabówek, Gdynia, województwo pomorskie, 81-267, Polska",54.5300856,18.5020232
4515,Sopot Dolny Sopot,669000,12865,52.0,2,0,PLN,Sopot,Dolny Sopot,"Sopot Dolny, Sopot, województwo pomorskie, 81-717, Polska",54.4456731,18.5650128
4516,"Gdańsk Orunia Górna, Kadmowa",759000,11725,64.73,1,2,PLN,Gdańsk,Orunia Górna,"Kadmowa, Orunia Górna, Orunia Górna - Gdańsk Południe, Gdańsk, województwo pomorskie, 80-041, Polska",54.3254912,18.6165449
4517,"Gdańsk Przymorze, Obrońców Wybrzeża",1099000,17623,62.36,4,3,PLN,Gdańsk,Przymorze,"Obrońców Wybrzeża, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-375, Polska",54.4087838,18.5891854
